"Which day eventually became the official day of Mexican Independence?",conversational
"Do opinions differ on the numbers for that population is considered not a part of the mainstream",conversational
"What year did May of the Thousand Days come out?",conversational
"What are aspirated consonants in the Asian language?",conversational
"Who is often listed amongst the world's worst offenders when it comes to human rights?",conversational
"Automobile transportation is primarily used in what areas of London?",conversational
"What are too technical to sit well in \"history of science\" programs?",conversational
"What group makes up a minority of the privinces population?",conversational
"In what state's supreme court was State v. Santiago not decided?",conversational
"Who ruled the Franks in the 700's?",conversational
"Who was given the grandiose title?",conversational
"Does summertime gets weather hotter than 90 degrees?",conversational
"In what year did the Union Forces capture New Orleans?",conversational
"Outside of employment, what is the other main issue that affirmative action focuses on?",conversational
"Professor Skousen left what position in 1988?",conversational
"How tall are the mountains in New Hampshire?",conversational
"What written tradition was maintained in early literature?",conversational
"Where is the highest point in the British Isles?",conversational
"Which organization has not had corruption in the educator sector?",conversational
"How many new parks have been created in Paris since 1977?",conversational
"Where was dominant theory created?",conversational
"what type of climate does the eastern great plains fall into?",conversational
"What philosophers placed revelation above reason?",conversational
"What is not distinctive about the biretta of a cardinal?",conversational
"Who was ordered by the senate to become commander in the conflict with King Mithridates?",conversational
"What does grey-box testing involve?",conversational
"What type of person embraces all aspirations towards a true or essential identity?",conversational
"Who was not the chief official of the university?",conversational
"What does the Unnecessary and Proper Clause do? ",conversational
"Who erected a number of large stelae in pre-Christian times?",conversational
"What declined after the fall of the Holy Roman Empire?",conversational
"How many jobs in 2008 in Greece were not related to the tourism industry?",conversational
"What does God use Jehovah's Witnesses for?",conversational
"In what year had the previous library been built?",conversational
"What is the national capital of India?",conversational
"What is the name of the travel magazine sold by The Times?",conversational
"What was eventually restored by the TA?",conversational
"Which government awards the Order of the Chrysanthemum?",conversational
"On what did the Vedanta school lessen focus?",conversational
"Which country was administering forced abortions?",conversational
"What treaty put Palermo under Austrian rule in the 17th century?",conversational
"Who is stated as a jack of all trades in service to Fr\u00e9d\u00e9ric?",conversational
"Who carried the castle?",conversational
"In what year didn't Belgrade fall to the Ottomans?",conversational
"What plan did the DoD release in 2005?",conversational
"What is an integral part of the Alpine economy?",conversational
"What material wrinkles easily?",conversational
"How are genes transferred to a plant by scientists?",conversational
"What name did the Anglo-Saxons give their settlement first?",conversational
"What is a Greek royal palace called?",conversational
"What date was the charter regarding Southampton's tax farm signed at Orival?",conversational
"What was Queen's 1984 Christmas song called?",conversational
"What person gave up New Amsterdam to the English?",conversational
"What is the final sequencing goal of sequencing diploid cotton genomes first ?",conversational
"What was the combination of Hauptschulen with Realschulen and Gesamtschulen not called in Berlin?",conversational
"Who was the IBM ceo in November 2008?",conversational
"Where did the Detroit Drive play their home games?",conversational
"Arthropods and cephalopods have brains that come from a pair of what?",conversational
"In what year was the Eton Manor Boys' Club established?",conversational
"What industries is Brasilia trying to encourage?",conversational
"If someone where to recall a wedding they had went to a year before, which type of memory would be used?",conversational
"What group seems to have changed the most through evoulution?",conversational
"Which agreement did Japan sign to join the Galileo project officially?",conversational
"What was filtering the crowd noise when Braun was giving a speech?",conversational
"When did Valencia C.F. win the UEFA Cup?",conversational
"What punishment is a human rights violation per the US state Dept?",conversational
"In which language is the Quran spoken during prayer?",conversational
"Which thriller film did Beyonc\u00e9 star in with Ali Larter?",conversational
"Where is the ACC headquarters?",conversational
"What type of game that the players rank or standing depend on?",conversational
"What types of music did the Swingle Singers implement instrumental emulation for?",conversational
"What are community serving NPOs focused on?",conversational
"In 2010, what percent of Alaska's population live in a city or CDP?",conversational
"What percentage of the black population thought affirmative action should not be abolished?",conversational
"What do French historians commonly call the Age of Enlightenment?",conversational
"Where did NBC correspondant Kelly O'Donnell attend school?",conversational
"Which soda company did not want to sponsor American Idol?",conversational
"In 1982, what is the name of the editor who replaced the previous editor of The Times?",conversational
"Storyboards and what are thought to be comics by all?",conversational
"What is the Skullcap that orthodox men wear known as?",conversational
"What is the name of the college in Cork?",conversational
"Who produced the song \"Roland\" in 1984?",conversational
"What was China's population at the end of the 18th century?",conversational
"When did the Chalukya Empire rule?",conversational
"What year did Positivism end?",conversational
"What is one of the effects of diarrhea?",conversational
"Who was taken to the hospital after the top nine show?",conversational
"What was the hardware manufactured by third parties for Apple's System 7 known as?",conversational
" What is one of the threats that didn't faced them?",conversational
"What policy was established in April 1927?",conversational
"Who might participate in a love triangle story? ",conversational
"What US President negotiated a truce with France to end the undeclared war at sea?",conversational
"In their pursuit of more money and power, corrupt dictators often ignore what?",conversational
"What was the richest of all the dynasties?",conversational
"Where did Yaroslav build his Cathedral?",conversational
"What area does the five points of Calvinism focus on?",conversational
"Who operated under the name \"PAMOC Augmentation Team?\"",conversational
"Who appoints a judge?",conversational
"Along with Cyprus, what other major signatory official protested the immunity of others from the prosecution of reservation?",conversational
"Who coined the term prime minister?",conversational
"Which two cities are served by major airlines?",conversational
"What purpose does the CJIS serve?",conversational
"What compression algorithms provide higher compression at the cost of fidelity?",conversational
"What would happen if rubber wasn't produced in Samoa?",conversational
"What finally beat Idol in the ratings during season nine?",conversational
"The principle of maximum effectiveness interprets the language of treaties as having what effect to establish obligations between parties?",conversational
"Which three groups did the early Triassic period consist of?",conversational
"What type of scattering is responsible for the shift in the color of sunlight?",conversational
"For what does Beyonce receive praise?",conversational
"What was recognized as the original home of Oliver music in 2005?",conversational
"What writing was considered a bridge between two other major writings?",conversational
"May was a former member of what music group?",conversational
"Was Athanasius well liked by everyone?",conversational
"What are the constituents of Class 2 transposable elements?",conversational
"When paired with any other allele for the same trait, what do dominant alleles give rise to?",conversational
"What department store wasn't taken over by Nicolas Berggruen in 2010?",conversational
"What wsas the satellite internet growth rate as of 2009?",conversational
"How long were the units in inches of the Mohenjo-daro ruler?",conversational
"Where does the ideology of China's main political parties come from?",conversational
" What congressional declaration gave President Johnson authority to send troops to China?",conversational
"What was the ethnicity of the Kalb tribe?",conversational
"At what cool temperature is a beers flavor reduced?",conversational
"How many Curonians were left behind after many immigrated to West Germany in 1958?",conversational
"Who had the opportunity to regain their former power in the 1200's?",conversational
"What effects the function of signals received by an antenna?",conversational
"What is the biggest employer in Europe?",conversational
"Why was the Royal College of Chemistry founded?",conversational
"In very few cases, the ancestors of hunter-gatherers were what?",conversational
"Adjusted for inflation, how many dollars were awarded to Bell alongside the Volta Prize?",conversational
"When did Alfonso XXII reach Valencia?",conversational
"What was the party a member of before 1923?",conversational
"What year was a Gothic hammerbeam roof stolen on the Archbishop of Canterbury's residence?",conversational
"What genre did the music of Billy Ocean belong to?",conversational
"What was launched in 1956 by the business school at KU?",conversational
"What do Australian citizens need in order to talk about Norfolk Island?",conversational
"What did the Bush administration describe as heroic?",conversational
"Where did Norman Holmes Pearson work after Yale?",conversational
"What is the favorite fruit that is part of Armenian-style barbecue?",conversational
"Eastern Armenian has a two-way distinction between what?",conversational
"What is it called when Iraq was criticized for their military budget to stop a threat?",conversational
"When did Burke leave the Whig party?",conversational
"What do present day Benedictine Order associates do?",conversational
"In what decade was Westinghouse established?",conversational
"Which famous scientist resolved these issues?",conversational
"For what is the Huxley prize awarded?",conversational
"How much of the planet's asphalt is located in Canada?",conversational
"In what type of religion are canon laws applicable?",conversational
"When did classes first begin at Washington University?",conversational
"Why did Shell sell some of its assets in March 2010?",conversational
"What vegetation helped populations expand?",conversational
"What does the desert have to overcome?",conversational
"How did Frederick respond to the Russian occupation of east Prussia?",conversational
"In what case did the supreme court of California, throw away warranties and strictly impose liability for defective products?",conversational
"Who was Ireland's first female president?",conversational
"What started about 3000 years after copper smelting was discovered?",conversational
"By what century had almost all churches begun celebrating Easter according to the Alexandrian Easter?",conversational
"When did Miss America Sharlene Johnson graduate?",conversational
"Into how many groups are Germanic languages usually split?",conversational
"How many subtypes does ST-elevated MI have?",conversational
"In what year was Nigel Winterburn's last game with Arsenal?",conversational
"Traveling which direction in time has never been verified and presents many problems?",conversational
"The Kukuburra suburban railway is located where?",conversational
"Where is the National Museum of Natural History located?",conversational
"What is the oldest way to study migration?",conversational
"What worship system is central to Hinduism?",conversational
"What is the name of the general that lead British regulars to New Haven Harbor?",conversational
"What does the Avicenna Directories exclude?",conversational
"References to whose material can not be found anywhere in the film?",conversational
"When did individuals self-identify as belonging to a particular ethnic group?",conversational
"India refused China's request that the Tibetan exile community be avoided because they said India is what?",conversational
"What did English Wikipedia want to expand in 2011?",conversational
"What did later Romans invest in rather than grave offerings?",conversational
"What group helps German mine cleaners fix homes?",conversational
"What type of drugs can worsen an infection when it attacks the body?",conversational
"Who handled distribution in the other region?",conversational
"What year were the boundaries for the state-run tourism district finally set?",conversational
"What was the receiver in the initial model?",conversational
"Where were universities able to communicate with each other at the fair?",conversational
"What program monitors progress toward improved sanitation?",conversational
"Other than at \"Nanjing 1912\", where else are there a lot of bars?",conversational
"What football team is based in Bern?",conversational
"In what year was Paulton established?",conversational
"Which renewable energies do not acquire their energy from the sun?",conversational
"Where did many Jewish refugees want to move because of the Holocaust?",conversational
"What did the Manchu's make all the men in the city do?",conversational
"What promotion in the USAF is governed by a formal selection process?",conversational
"What concern did Hills raise about police models?",conversational
"Which country held the 1 July 1991 meeting to dissolve the Warsaw Pact?",conversational
"What university was founded in the 18th century?",conversational
"In which publication was cartoon first used to describe gag single-panel illustrations?",conversational
"What organization made their own estimation in 1995 of a drop in traffic deaths by 1.2%?",conversational
"What did the Harmonised Index of Consumer Prices state that price stability had to be maintained at?",conversational
"What type of buildings were took the most effort to build?",conversational
"What is used to make thwon?",conversational
"What did experiments with molecules attempt to detect on the Earths orbit?",conversational
"How many students were disabled in Xinhua?",conversational
"What form was the evidence of ancient cultures discovered in ?",conversational
"In what year did Southampton's fourth cruise terminal open in the western docklands?",conversational
"Who can be assigned a contract to enforce a copyright in some jurisdictions?",conversational
"When was the Zliten mosaic discovered?",conversational
"To which critic does Michael Sells refer on the subject of the Quran's organization?",conversational
"How was the state banned from supporting a Professorship of Divinity?",conversational
"Who was involved in the consultations?",conversational
"How long has Puerto Rico had representation in Congress?",conversational
"In what year was St. Louis Children's Hospital founded?",conversational
"What was the population of Detroit in 1950?",conversational
"what is the age of the oldest rocks in Europe?",conversational
"What is one reason the Actric colder than Antarctica?",conversational
"What composer has Steven Spielberg been associated with since 1974?",conversational
"What did the Air receive before other PC manufacturers?",conversational
"How can electric train be more energy efficient?",conversational
"What was built near Morovic for Tito to use in the event of his recovery?",conversational
"How were the Marshal and Constable of France informally classified?",conversational
"Where are you able to watch the new series when it is released?",conversational
"Where does Interstate 805 split from I-5?",conversational
"Agreements between UK Restrictive Practices Court and the Premier League have been accused of being what?",conversational
"How do the two Catholicosates compare?",conversational
"To what did English Chief Justice Sir Edward Coke compare the law?",conversational
"In elections, what is Montana considered?",conversational
"What does the ski-jump ramp prevent a unloaded and fueled aircraft from doing?",conversational
"Why did they decide against deleting all the code?",conversational
"What is the federal government is not required to pay for?",conversational
"The presence of whom in the French \"lodges of adoption\" formed in the 1780s was die to the close ties shared with aristocratic society?",conversational
"When did Lieutenant-Governor of New South Wales Francis Grose start suggesting Norfolk Island be closed as a penal settlement?",conversational
"What was shown at TGS 2007 to appease the French market?",conversational
"In what year did the Fourth Crusade occur?",conversational
"What does an upstream ISP provide for customers?",conversational
"What Spanish outposts was there west of the Philippines?",conversational
"Where was Goa?",conversational
"In what year did Dominic order his followers into an institutional life?",conversational
"Which company manufactured cameras in Ann Arbor from 1936 to 1960's?",conversational
"What was the name given to the 20th century Great British revival Georgian architecture.",conversational
"What god was introduced in Rome in 138 BC?",conversational
"Who was allowed to wear gamrents dyed with Tyrian purple in ancient Rome?",conversational
"What do they want to impliment in 2016?",conversational
"What is the motto of the New York City Fire Department?",conversational
"The junior commissioner makes a statement after whom?",conversational
"A treaty might be considered what if it's considered unenforceable and void under international law?",conversational
"What famous inscription mentioned Armenia?",conversational
"What language began to supersede Catalan?",conversational
"What is Mr. Hinx's job?",conversational
"What was the geothermal capacity in 2008?",conversational
"What did renaissance writers question?",conversational
"Airburst fuses could be which two things?",conversational
"Who did the Emperor give the place of honor at his left to?",conversational
"What did Lisa post on her blog?",conversational
"What historic landmark is located on the Pier?",conversational
"What did the banks chose to do with the money created by the Federal Reserve instead of financing more domestic loans and refinancing mortgages?",conversational
"What is a speaker elected by?",conversational
"Who believes many Jewish males did not find new mates from European communities?",conversational
"What bird do leapard seals feed on?",conversational
"What Arabic and Persian poetry dates to the 700's?",conversational
"Who is the founder of Hasidic Judaism?",conversational
"What is a factor that determines body temperature?",conversational
"How many people died in the bombing of Hamburg?",conversational
"What month in New York City is the coldest?",conversational
"What is the name of the feature that allows users to download games from Live?",conversational
"What were Indigenous Americans immune to?",conversational
"On what date did William V die?",conversational
"If a site prevents Internet Archive from recording it, what file is still saved?",conversational
"What party did Michael Foot become a leader of?",conversational
"Who opposed the named \"Brigham Young College?\"",conversational
"Who started construction of a 40,000-tonne Vikrant-class carrier in 2009?",conversational
"What protocol do intermediaries use that exclude a torrent tracker?",conversational
"What ended in 1878?",conversational
"How old are rock drawings in Valcamonica?",conversational
" Why did the prophet Muhammad esteem men in Medina?",conversational
"What papers give the best optical density?",conversational
"Do bacteria have membrabe-bound organelles in their cytoplasm?",conversational
"\"Near East\" applied to this mainly known area",conversational
"A few of the sutras for Mahayanists became a manifestation of who?",conversational
"What format was less common but could sometimes be found on home stereos?",conversational
"How does the University Library rank among North American university libraries?",conversational
"What culture did the Inca fear the most?",conversational
"When did the issuance of CDO peak?",conversational
"As it pertains to violent crimes against targeted groups, what is the ultimate motivation within the actions of genocide?",conversational
"What are polytechnic divisions of national universities called in Canada?",conversational
"What was the role the union was intended serve?",conversational
"Who opposed Aboriginal rule in Apartheid South Africa and Rhodesia?",conversational
"Do official political parties exist in a nonpartisan system?",conversational
"What action is mandatory by the Orthodox Greek Church to Freemasons?",conversational
"Does Raleigh have alternate high schools?",conversational
"What percentage of 12-17 year olds claim to have at least one social networking profile?",conversational
"Who was the last to utter this quote \"Life did not take over the globe by combat, but by networking.\"?",conversational
"How long were cities without electricity in June 2012?",conversational
"In what year was the Government of church reinstated? ",conversational
"Which campus did Internet Archive adopt 2009?",conversational
"Which animal was similar to the North American cougar?",conversational
"What is bariis in English?",conversational
"Who issued the copper tokens in 1821?",conversational
"Rational emotive behavior therapy is an approach used by what psychotherapy schools?",conversational
"She transmit her avant garde style to which audience?",conversational
"What story was the last \"tragic octoroon\" character in?",conversational
"How fast was Jehovah's Witnesses growing in the mid-1990s per year?",conversational
"What are the traditional forms of living employed by Tuvaluans?",conversational
"When did short films from TCM begin to stream on TCM's website?",conversational
"What are two cities associated with the formation of Egyptian culture?",conversational
"Why does the Georgian party want to increase support to political parties?",conversational
"What type of economic system did the socialists want to avoid?",conversational
"In what year was Paul Vi's final counsel session?",conversational
"On what aspect did Black Enterprise Magazine name Comcast a top 15 employer?",conversational
"Who established 1 of the first Us settlements in Florida ",conversational
"Who had Oliver North been supporting?",conversational
"What problem did the hardware modification cause with later games?",conversational
"What religious group was not allowed to settle in South Carolina?",conversational
"At the start of the war, how many German troops were focused on the French frontier?",conversational
"How long were the Cubs ran under the Wrigley family?",conversational
"At what university was it arranged for Von Neumann to enter a chemistry program?",conversational
"Which religious belief is most prevelant in Swaziland?",conversational
"In which verbs in Czech is the action the verb describes still ongoing?",conversational
"Where then does the elevator go?",conversational
"who organized large building projects?",conversational
"According to census result, there was the greatest decline in people claiming what ancestry?",conversational
"What happened to people with Lomotil when treated with anti diarrheal medication?",conversational
"On what date in 1949 did Chengdu fall to the communists?",conversational
"What symbol set has the property of being unintentionally unequivocal?",conversational
"How many square miles is Saint Helena?",conversational
"The monarch does not have a right to call for a referendum according to which article?",conversational
"What was the Pacific War theater part of after December 1941?",conversational
"How many times have the Leeside Lions lost the Australian Rules Football League?",conversational
"When was migration finally accepted?",conversational
"When did Hyderabad become important culturally in India?",conversational
"What School of Medicine is ranked first in the nation?",conversational
"In what year did Kelvin MacKenzie become editor of The Sun?",conversational
"Who wrote the novel Stover at Yale?",conversational
"What was the name of the Mexican general who attacked an African city in New Mexico?",conversational
"What color of clothing were merchants that had registered with the state forced to wear?",conversational
"Of what city was he bishop?",conversational
"How long did germans have to relocate from the baltic states before the amendment of secret protocols?",conversational
"When did commercial sea hunts on Norfolk Island stop operating?",conversational
"What plant was used to make the most used red dye in Venice?",conversational
"What gives the identity of a?",conversational
"Humans consider most insects as what?",conversational
" Which building became the second university skyscraper in the U.S.?",conversational
"Where is the top unit for the kilometer kept?",conversational
"What did English players do after the ban?",conversational
"Along with dogcatcher, what political job did Eisenhower specifically not want to be considered for?",conversational
"What excuse did Napoleon use to avoid being assigned to an infantry command?",conversational
"What was the name of the possible descendants of J\u014dmon?",conversational
"What is a problem one might encounter when using a portable antenna?",conversational
"Other than speakers and headphones, what other piece of equipment affects the listener's perceived quality?",conversational
"What piece by Mozart is used as a cliche to convey refinement?",conversational
"What was Arsenal's motto prior to 1949?",conversational
"Which system had electrical tracking?",conversational
"What company made the U-2?",conversational
"Who assassinated the German diplomat Eduard Ernst vom Rath?",conversational
"Which national news-based programs are based in Melbourne?",conversational
"What was written in 1897?",conversational
"What recognition did Austria bestow on Popper in 1986?",conversational
"Who did Rao conquer in 1758?",conversational
"What seperates Asian andAustralian species?",conversational
"What was the name of Sony's CD ROM?",conversational
"What changes did Microsoft make to its certification requirements in March 2013?",conversational
"What instrument is involved in all of Chopin's work?",conversational
"When did CAR ask for assistance from the French against rebels?",conversational
"What was Keith Urbans position on American Idol in its fourteenth season? ",conversational
"What nearly was known as the original 'Christian faith'?",conversational
"What were the areas at the center of an old sheet of glass called?",conversational
"Which Prussian territories joined Thuringia in 1942?",conversational
"What parts of Oklahoma are in a humid subtropical climate?",conversational
"Why did Justice Secretary Jack Straw begin the Masonic closure law?",conversational
"What is the purpose of intermetallic phases?",conversational
"In what year was Citizens for Democratic Rights formed in Eretria?",conversational
"What did King George IV originally make the structure to be?",conversational
"When did another military coup overthrow Buhari?",conversational
"What important networks is it the function of Cyberspace support to protect?",conversational
"Which interface did Apple introduce that was capable of being operated by an Apple Remote or keyboard for accessing media stored on the computer?",conversational
"What kind of cup did the woman on the scarlet horned beast have?",conversational
"Who was Banasur's murderer?",conversational
"How many institutions of high school did Russia possess in 1974?",conversational
"Why were many killed in Underground Stations?",conversational
"What is the name of the parking meter system in Mexico City?",conversational
"What are some common sizes never used in the home or office?",conversational
"From which jhana did Buddha gain bodhi?",conversational
"What type of items are usually found in Baragu?",conversational
"What did the English Dominicans hope to do within the Order?",conversational
"What is the literacy rate of Hyderabad?",conversational
"What does Tuvalu feel its position to be in climate change?",conversational
"In 2000, what did commentators refer to as blue states?",conversational
"What movie demonstrates the operation of department stores in the former Soviet Union?",conversational
"Where has the bacteria E. coli been found to be sequenced?",conversational
"What was rebuilt after only nine months?",conversational
"What had Kerry expected the 'swift boats' to do?",conversational
"When does the Royal Institute's Guide indicate the last RIBA Board was established?",conversational
"Who made the Apollo Belvedere?",conversational
" What is a popular use for non-LED lighting?",conversational
"What was the difference that made American cotton preferred over Indian cotton?",conversational
"What New Haven gallery is housed in the Erector Square complex located in the Fair Haven neighborhood? ",conversational
"Who wrote The Refutation of Idealism?",conversational
"What leader did Nasser applaud?",conversational
"What part of the organism is usually created which becomes a developed genetically altered organism?",conversational
"What did DC Sinclair and G Weddell propose a property of all skin fiber endings is?",conversational
"What route now ends in Blackpool?",conversational
"What two groups are supported by Triskel Christchurch?",conversational
"Which Estonian football club competes in the EuroCup?",conversational
"What does the constitution guarantee when it comes to religion?",conversational
"Before switching to its current publication schedule, how often was RVA Magazine published?",conversational
"What is the surface area of the Sahara Desert?",conversational
"What does development anthropology involves doing a lot of?",conversational
"In what area is the town of Nagour the largest city?",conversational
"What was the population of the Ottoman empire at the beginning of the 17th century?",conversational
"What did the Japanese military leadership think the chances were of complete military victory ove the United States?",conversational
"What did the Parliamentary members yell as the relay passed?",conversational
"What method was replaced by Aristotelian method of induction?",conversational
"What party did Brennan belong to?",conversational
"When did this push occur?",conversational
" When did regular broadcasting of BS-8ch start?",conversational
"Who created Afro Samurai?",conversational
"What example inspired much of a new Swiss constitution providing for a federal layout?",conversational
"How many times have Premier League teams been runners up in the World Cup?",conversational
"How much space is World Trade Center 4 projected to have?",conversational
"By which century had London started becoming a prominent capital city?",conversational
" What population figure needs to be passed to add at small council members?",conversational
"Who is the core clinician?",conversational
"What law states that infrared radiation is emitted by objects based on temperature?",conversational
"How many metric tons of uranium oxide was used in Chicago Pile-1?",conversational
"When was Burke taken to trial?",conversational
"To what movement was the task of spiritual leadership passed?",conversational
"What percentage of Japanese warships were sunk by U.S. submarines?",conversational
"What was the name of the album she released in 1983?",conversational
"Where is Ireland's Supreme Court seated?",conversational
"Which writers helped to influence the post-punk movement?",conversational
"Who were not identified by name on the census before the civil war?",conversational
"Who owns the trademark to I \u2764 NY?",conversational
"What is the Greenpeace logo?",conversational
" What was John F. Kennedy's support of the President based on?",conversational
"What was Kant's influential work on the history of the philosophy of space and time titled?",conversational
"What did Asia migrate towards?",conversational
"A light is classified by intended purpose, what mainly changes its classification?",conversational
"What is a common damage to vinyl records?",conversational
"What was the guiding ideal of translators throughout the 14th century?",conversational
"Portuguese law continues to be a major influence for what?",conversational
